crash_numb,city_town_name,crash_date,crash_severity_descr,crash_time_2,year,max_injr_svrty_cl,numb_vehc,age_drvr_yngst,age_drvr_oldest,manr_coll_descr,numb_fatal_injr,numb_nonfatal_injr,trafy_descr_descr,vehc_mnvr_actn_cl,cnty_name,lclty_name,speed_limit,lat,lon,vehc_unit_numb,alc_suspd_type_descr,driver_age,drvr_cntrb_circ_descr,driver_distracted_type_descr,drug_suspd_type_descr,pers_numb,age,ejctn_descr,sex_descr
4197971,FALL RIVER,5/29/16,Fatal injury,8:54 PM,2016,Fatal injury (K),4,25-34,45-54,"Sideswipe, opposite direction",1,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead / V4: Travelling straight ahead,BRISTOL,,,41.70049241,-71.16544175,2,Not reported,47,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,Not reported,5,15,Not ejected,Female
4198630,METHUEN,5/28/16,Fatal injury,6:35 PM,2016,Fatal injury (K),1,55-64,55-64,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead,ESSEX,,35,42.73571596,-71.21112496,1,Not reported,55,"DCC1:Illness, DCC2:Not reported",Not Distracted,Not reported,1,55,Totally ejected,Male
4199420,DANVERS,5/27/16,Fatal injury,4:01 AM,2016,Fatal injury (K),2,35-44,55-64,Angle,1,2,"Two-way, not divided",V1: Not reported / V2: Not reported,ESSEX,,30,42.55063964,-70.9468694,1,Not reported,41,DCC1:Not reported,Not reported,Not reported,1,41,Unknown,Female
4199420,DANVERS,5/27/16,Fatal injury,4:01 AM,2016,Fatal injury (K),2,35-44,55-64,Angle,1,2,"Two-way, not divided",V1: Not reported / V2: Not reported,ESSEX,,30,42.55063964,-70.9468694,2,Not reported,59,DCC1:Not reported,Not reported,Not reported,2,59,Unknown,Male
4199420,DANVERS,5/27/16,Fatal injury,4:01 AM,2016,Fatal injury (K),2,35-44,55-64,Angle,1,2,"Two-way, not divided",V1: Not reported / V2: Not reported,ESSEX,,30,42.55063964,-70.9468694,1,Not reported,41,DCC1:Not reported,Not reported,Not reported,3,53,Unknown,Female
4200630,LEXINGTON,5/29/16,Fatal injury,12:16 PM,2016,Fatal injury (K),1,65-74,65-74,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead,MIDDLESEX,,40,42.41174874,-71.21096555,1,Unknown,72,"DCC1:Failure to keep in proper lane or running off road, DCC2:Not reported",Unknown,Unknown,1,72,Not ejected,Male
4202484,WORCESTER,5/20/16,Fatal injury,2:03 AM,2016,Fatal injury (K),1,,,Single vehicle crash,1,0,"One-way, not divided",V1: Turning right,WORCESTER,,30,42.23622391,-71.79425534,1,Not reported,,DCC1:Not reported,Not reported,Not reported,1,115,Not reported,Not reported
4202484,WORCESTER,5/20/16,Fatal injury,2:03 AM,2016,Fatal injury (K),1,,,Single vehicle crash,1,0,"One-way, not divided",V1: Turning right,WORCESTER,,30,42.23622391,-71.79425534,1,Not reported,,DCC1:Not reported,Not reported,Not reported,2,22,Not reported,Female
4202487,MILFORD,5/26/16,Fatal injury,8:45 AM,2016,Fatal injury (K),1,35-44,35-44,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead,WORCESTER,,65,42.15625718,-71.48955773,1,Not reported,39,DCC1:Not reported,Not reported,Not reported,1,39,Not ejected,Male
4202730,CAMBRIDGE,5/2/16,Fatal injury,1:25 PM,2016,Fatal injury (K),2,25-34,35-44,"Sideswipe, same direction",1,1,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead,MIDDLESEX,,45,42.40016483,-71.15027269,1,"No, alcohol not used",28,"DCC1:Driving too fast for conditions, DCC2:Not reported",Not Distracted,"No, drug not used",1,28,Not ejected,Male
4202730,CAMBRIDGE,5/2/16,Fatal injury,1:25 PM,2016,Fatal injury (K),2,25-34,35-44,"Sideswipe, same direction",1,1,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead,MIDDLESEX,,45,42.40016483,-71.15027269,1,"No, alcohol not used",28,"DCC1:Driving too fast for conditions, DCC2:Not reported",Not Distracted,"No, drug not used",2,77,Not ejected,Male
4202730,CAMBRIDGE,5/2/16,Fatal injury,1:25 PM,2016,Fatal injury (K),2,25-34,35-44,"Sideswipe, same direction",1,1,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead,MIDDLESEX,,45,42.40016483,-71.15027269,2,"No, alcohol not used",40,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",3,40,Not ejected,Female
4203401,FALL RIVER,6/3/16,Fatal injury,6:00 PM,2016,Fatal injury (K),1,18-20,18-20,Single vehicle crash,1,1,"Two-way, divided, positive median barrier",V1: Overtaking/passing,BRISTOL,,55,41.68343699,-71.12150015,1,"No, alcohol not used",18,"DCC1:Operating vehicle in erratic, reckless, careless, negligent or aggressive manner, DCC2:Not reported",Not reported,"No, drug not used",1,18,Totally ejected,Female
4203401,FALL RIVER,6/3/16,Fatal injury,6:00 PM,2016,Fatal injury (K),1,18-20,18-20,Single vehicle crash,1,1,"Two-way, divided, positive median barrier",V1: Overtaking/passing,BRISTOL,,55,41.68343699,-71.12150015,1,"No, alcohol not used",18,"DCC1:Operating vehicle in erratic, reckless, careless, negligent or aggressive manner, DCC2:Not reported",Not reported,"No, drug not used",2,18,Not ejected,Male
4203498,NORWOOD,6/8/16,Fatal injury,11:21 PM,2016,Fatal injury (K),1,35-44,35-44,Single vehicle crash,1,0,"Two-way, not divided",V1: Slowing or stopped in traffic,NORFOLK,,30,42.1805729,-71.20465916,1,Not reported,38,"DCC1:Operating vehicle in erratic, reckless, careless, negligent or aggressive manner, DCC2:Disregarded traffic signs, signals, road markings",Not reported,Not reported,1,38,Not ejected,Male
4203546,MIDDLEBOROUGH,6/3/16,Fatal injury,5:10 PM,2016,Fatal injury (K),1,75-84,75-84,Single vehicle crash,1,0,"Two-way, divided, unprotected median",V1: Changing lanes,PLYMOUTH,,65,41.83289634,-70.81906374,1,"No, alcohol not used",77,"DCC1:Over-correcting/over-steering, DCC2:Not reported",Not reported,"No, drug not used",1,77,Totally ejected,Male
4204910,RANDOLPH,6/14/16,Fatal injury,3:49 PM,2016,Fatal injury (K),1,45-54,45-54,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead,NORFOLK,,45,42.20508522,-71.06504477,1,Not reported,50,DCC1:Not reported,Not reported,Not reported,1,50,Not ejected,Male
4205992,HOLYOKE,6/12/16,Fatal injury,3:35 AM,2016,Fatal injury (K),1,25-34,25-34,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead,HAMPDEN,,65,42.17136842,-72.64376557,1,Not reported,31,DCC1:Not reported,Not reported,Not reported,1,31,Totally ejected,Male
4205994,TEMPLETON,5/29/16,Fatal injury,12:27 AM,2016,Fatal injury (K),1,65-74,65-74,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Turning right,WORCESTER,,55,42.55831963,-72.04729195,1,"No, alcohol not used",73,DCC1:Not reported,Not Distracted,"No, drug not used",1,73,Not ejected,Male
4206639,ASHBURNHAM,6/15/16,Fatal injury,8:19 PM,2016,Fatal injury (K),1,35-44,35-44,Single vehicle crash,1,1,"Two-way, not divided",V1: Travelling straight ahead,WORCESTER,,40,42.66048719,-71.86493163,1,Not reported,38,"DCC1:Unknown, DCC2:Not reported",Unknown,Not reported,1,38,Totally ejected,Male
4206639,ASHBURNHAM,6/15/16,Fatal injury,8:19 PM,2016,Fatal injury (K),1,35-44,35-44,Single vehicle crash,1,1,"Two-way, not divided",V1: Travelling straight ahead,WORCESTER,,40,42.66048719,-71.86493163,1,Not reported,38,"DCC1:Unknown, DCC2:Not reported",Unknown,Not reported,2,38,Totally ejected,Female
4208369,PLYMOUTH,6/13/16,Fatal injury,3:10 PM,2016,Fatal injury (K),1,55-64,55-64,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead,PLYMOUTH,,,41.93468353,-70.65710495,1,Not reported,61,"DCC1:Unknown, DCC2:Not reported",Not reported,Not reported,1,61,Not ejected,Male
4210081,FALL RIVER,6/14/16,Fatal injury,11:20 AM,2016,Fatal injury (K),2,55-64,55-64,Rear-end,1,0,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Slowing or stopped in traffic,BRISTOL,,,41.68742487,-71.16127013,1,Not reported,56,"DCC1:Other improper action, DCC2:Not reported",Unknown,Not reported,1,56,Not ejected,Male
4210081,FALL RIVER,6/14/16,Fatal injury,11:20 AM,2016,Fatal injury (K),2,55-64,55-64,Rear-end,1,0,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Slowing or stopped in traffic,BRISTOL,,,41.68742487,-71.16127013,2,Not reported,55,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,Not reported,2,55,Partially ejected,Male
4211473,WARE,6/27/16,Fatal injury,5:30 PM,2016,Fatal injury (K),2,65-74,>84,Head-on,1,1,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,HAMPSHIRE,,,42.25124789,-72.25825191,1,"No, alcohol not used",92,"DCC1:Failure to keep in proper lane or running off road, DCC2:Not reported",Unknown,"No, drug not used",1,92,Not ejected,Female
4211473,WARE,6/27/16,Fatal injury,5:30 PM,2016,Fatal injury (K),2,65-74,>84,Head-on,1,1,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,HAMPSHIRE,,,42.25124789,-72.25825191,2,"No, alcohol not used",71,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",2,71,Not ejected,Female
4212095,SOUTHBOROUGH,7/3/16,Fatal injury,11:21 PM,2016,Fatal injury (K),3,18-20,55-64,Angle,1,1,"Two-way, not divided",V1: Leaving traffic lane / V2: Travelling straight ahead / V3: Travelling straight ahead,WORCESTER,,30,42.32141376,-71.53028032,1,Unknown,20,"DCC1:Failure to keep in proper lane or running off road, DCC2:Exceeded authorized speed limit",Unknown,Unknown,1,20,Not ejected,Male
4212095,SOUTHBOROUGH,7/3/16,Fatal injury,11:21 PM,2016,Fatal injury (K),3,18-20,55-64,Angle,1,1,"Two-way, not divided",V1: Leaving traffic lane / V2: Travelling straight ahead / V3: Travelling straight ahead,WORCESTER,,30,42.32141376,-71.53028032,2,"No, alcohol not used",63,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",2,63,Not ejected,Female
4212095,SOUTHBOROUGH,7/3/16,Fatal injury,11:21 PM,2016,Fatal injury (K),3,18-20,55-64,Angle,1,1,"Two-way, not divided",V1: Leaving traffic lane / V2: Travelling straight ahead / V3: Travelling straight ahead,WORCESTER,,30,42.32141376,-71.53028032,3,"No, alcohol not used",27,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",3,27,Not ejected,Male
4212717,TAUNTON,6/18/16,Fatal injury,11:48 PM,2016,Fatal injury (K),1,18-20,18-20,Not reported,1,0,Not reported,V1: Travelling straight ahead,BRISTOL,,,41.88775424,-71.12673308,1,Not reported,19,"DCC1:Over-correcting/over-steering, DCC2:Unknown",Not reported,Not reported,1,19,Not ejected,Female
4212868,REHOBOTH,6/25/16,Fatal injury,2:38 PM,2016,Fatal injury (K),2,35-44,55-64,Head-on,1,1,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,BRISTOL,,,41.89589,-71.26812341,1,"No, alcohol not used",62,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",1,62,Not ejected,Male
4212868,REHOBOTH,6/25/16,Fatal injury,2:38 PM,2016,Fatal injury (K),2,35-44,55-64,Head-on,1,1,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,BRISTOL,,,41.89589,-71.26812341,2,"Yes, alcohol used",40,"DCC1:Operating vehicle in erratic, reckless, careless, negligent or aggressive manner, DCC2:Not reported",Unknown,Unknown,2,40,Not ejected,Male
4213853,AUBURN,6/14/16,Fatal injury,5:05 PM,2016,Fatal injury (K),2,25-34,25-34,Angle,1,0,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Turning left,WORCESTER,,,42.17573077,-71.87490061,1,Not reported,27,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,Not reported,1,27,Totally ejected,Male
4213853,AUBURN,6/14/16,Fatal injury,5:05 PM,2016,Fatal injury (K),2,25-34,25-34,Angle,1,0,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Turning left,WORCESTER,,,42.17573077,-71.87490061,2,Not reported,32,"DCC1:Failed to yield right of way, DCC2:Not reported",Not Distracted,Not reported,2,32,Not ejected,Male
4214106,LINCOLN,6/16/16,Fatal injury,5:18 PM,2016,Fatal injury (K),1,45-54,45-54,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead,MIDDLESEX,,30,42.41587146,-71.33991588,,,,,,,1,61,,Male
4214106,LINCOLN,6/16/16,Fatal injury,5:18 PM,2016,Fatal injury (K),1,45-54,45-54,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead,MIDDLESEX,,30,42.41587146,-71.33991588,1,Not reported,45,DCC1:Not reported,Not reported,Not reported,2,45,Not reported,Male
4216046,CHELSEA,7/9/16,Fatal injury,3:36 AM,2016,Fatal injury (K),2,18-20,55-64,Head-on,1,1,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,SUFFOLK,,,42.3867742,-71.03487955,1,Not reported,20,"DCC1:Wrong side or wrong way, DCC2:Not reported",Unknown,Not reported,1,20,Not ejected,Male
4216046,CHELSEA,7/9/16,Fatal injury,3:36 AM,2016,Fatal injury (K),2,18-20,55-64,Head-on,1,1,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,SUFFOLK,,,42.3867742,-71.03487955,2,Not reported,61,"DCC1:No improper driving, DCC2:Not reported",Manually operating an electronic device,Not reported,2,61,Not ejected,Male
4216129,BILLERICA,6/30/16,Fatal injury,3:48 PM,2016,Fatal injury (K),2,45-54,45-54,Head-on,1,0,"Two-way, not divided",V1: Turning left / V2: Travelling straight ahead,MIDDLESEX,,30,42.57094893,-71.31043728,1,Not reported,52,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,Not reported,1,52,Not ejected,Male
4216129,BILLERICA,6/30/16,Fatal injury,3:48 PM,2016,Fatal injury (K),2,45-54,45-54,Head-on,1,0,"Two-way, not divided",V1: Turning left / V2: Travelling straight ahead,MIDDLESEX,,30,42.57094893,-71.31043728,2,Not reported,47,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,Not reported,2,47,Totally ejected,Male
4218745,CHELMSFORD,6/5/16,Fatal injury,1:33 AM,2016,Fatal injury (K),2,25-34,45-54,Rear-end,1,4,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead,MIDDLESEX,,55,42.60092737,-71.32228877,1,"Yes, alcohol used",45,"DCC1:Exceeded authorized speed limit, DCC2:Not reported",Not Distracted,Not reported,1,45,Not reported,Male
4218745,CHELMSFORD,6/5/16,Fatal injury,1:33 AM,2016,Fatal injury (K),2,25-34,45-54,Rear-end,1,4,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead,MIDDLESEX,,55,42.60092737,-71.32228877,2,"No, alcohol not used",34,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",2,34,Totally ejected,Female
4218745,CHELMSFORD,6/5/16,Fatal injury,1:33 AM,2016,Fatal injury (K),2,25-34,45-54,Rear-end,1,4,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead,MIDDLESEX,,55,42.60092737,-71.32228877,2,"No, alcohol not used",34,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",3,31,Not ejected,Male
4218745,CHELMSFORD,6/5/16,Fatal injury,1:33 AM,2016,Fatal injury (K),2,25-34,45-54,Rear-end,1,4,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead,MIDDLESEX,,55,42.60092737,-71.32228877,2,"No, alcohol not used",34,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",4,40,Totally ejected,Not reported
4218745,CHELMSFORD,6/5/16,Fatal injury,1:33 AM,2016,Fatal injury (K),2,25-34,45-54,Rear-end,1,4,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead,MIDDLESEX,,55,42.60092737,-71.32228877,2,"No, alcohol not used",34,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",5,29,Not ejected,Female
4218787,METHUEN,6/30/16,Fatal injury,1:10 PM,2016,Fatal injury (K),1,45-54,45-54,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead,ESSEX,,30,42.70578486,-71.2112502,1,Not reported,49,"DCC1:Exceeded authorized speed limit, DCC2:Not reported",Not reported,Not reported,1,49,Not ejected,Male
4218901,FOXBOROUGH,4/18/16,Fatal injury,4:50 PM,2016,Fatal injury (K),2,18-20,55-64,Angle,1,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,NORFOLK,,,42.07579122,-71.27051231,1,"No, alcohol not used",20,"DCC1:Swerving or avoiding due to wind, slippery surface, vehicle, object, non-motorist in roadway, etc, DCC2:Distracted",Unknown,"No, drug not used",1,20,Not ejected,Male
4218901,FOXBOROUGH,4/18/16,Fatal injury,4:50 PM,2016,Fatal injury (K),2,18-20,55-64,Angle,1,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,NORFOLK,,,42.07579122,-71.27051231,2,"No, alcohol not used",61,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",2,61,Not ejected,Male
4220023,PEABODY,7/13/16,Fatal injury,7:16 AM,2016,Fatal injury (K),1,65-74,65-74,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead,ESSEX,,55,42.52112163,-70.99014973,1,Not reported,65,DCC1:Not reported,Not reported,Not reported,1,65,Totally ejected,Male
4220228,MARLBOROUGH,7/9/16,Fatal injury,9:05 PM,2016,Fatal injury (K),1,45-54,45-54,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Changing lanes,MIDDLESEX,,65,42.3625528,-71.58951615,1,Not reported,45,"DCC1:Other improper action, DCC2:Not reported",Not reported,Not reported,1,45,Partially ejected,Male
4221173,BOSTON,7/5/16,Fatal injury,1:25 PM,2016,Fatal injury (K),1,>84,>84,Single vehicle crash,1,3,"Two-way, divided, positive median barrier",V1: Travelling straight ahead,SUFFOLK,,35,42.26453515,-71.16819648,1,"No, alcohol not used",90,DCC1:Not reported,Not reported,"No, drug not used",1,90,Not ejected,Male
4221173,BOSTON,7/5/16,Fatal injury,1:25 PM,2016,Fatal injury (K),1,>84,>84,Single vehicle crash,1,3,"Two-way, divided, positive median barrier",V1: Travelling straight ahead,SUFFOLK,,35,42.26453515,-71.16819648,1,"No, alcohol not used",90,DCC1:Not reported,Not reported,"No, drug not used",2,14,Not ejected,Male
4221173,BOSTON,7/5/16,Fatal injury,1:25 PM,2016,Fatal injury (K),1,>84,>84,Single vehicle crash,1,3,"Two-way, divided, positive median barrier",V1: Travelling straight ahead,SUFFOLK,,35,42.26453515,-71.16819648,1,"No, alcohol not used",90,DCC1:Not reported,Not reported,"No, drug not used",3,8,Not ejected,Male
4221173,BOSTON,7/5/16,Fatal injury,1:25 PM,2016,Fatal injury (K),1,>84,>84,Single vehicle crash,1,3,"Two-way, divided, positive median barrier",V1: Travelling straight ahead,SUFFOLK,,35,42.26453515,-71.16819648,1,"No, alcohol not used",90,DCC1:Not reported,Not reported,"No, drug not used",4,10,Not ejected,Female
4221537,BLANDFORD,6/9/16,Fatal injury,1:41 PM,2016,Fatal injury (K),2,35-44,35-44,Angle,1,1,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Slowing or stopped in traffic,HAMPDEN,,65,42.17322093,-72.90851362,1,"Yes, alcohol used",36,"DCC1:Exceeded authorized speed limit, DCC2:Not reported",Passenger,Not reported,1,36,Totally ejected,Female
4221537,BLANDFORD,6/9/16,Fatal injury,1:41 PM,2016,Fatal injury (K),2,35-44,35-44,Angle,1,1,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Slowing or stopped in traffic,HAMPDEN,,65,42.17322093,-72.90851362,2,Not reported,,DCC1:Not reported,Not reported,Not reported,2,,Not reported,Not reported
4221537,BLANDFORD,6/9/16,Fatal injury,1:41 PM,2016,Fatal injury (K),2,35-44,35-44,Angle,1,1,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Slowing or stopped in traffic,HAMPDEN,,65,42.17322093,-72.90851362,1,"Yes, alcohol used",36,"DCC1:Exceeded authorized speed limit, DCC2:Not reported",Passenger,Not reported,6,,Totally ejected,Male
4221766,LUDLOW,7/19/16,Fatal injury,10:41 PM,2016,Fatal injury (K),1,55-64,55-64,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead,HAMPDEN,,65,42.16971945,-72.4582625,1,Not reported,58,DCC1:Not reported,Not reported,Not reported,1,58,Totally ejected,Male
4222142,MILTON,6/30/16,Fatal injury,8:35 PM,2016,Fatal injury (K),2,21-24,21-24,"Sideswipe, same direction",1,1,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,NORFOLK,,35,42.23678239,-71.09119055,1,"No, alcohol not used",22,"DCC1:Other improper action, DCC2:Not reported",Not Distracted,"No, drug not used",1,22,Totally ejected,Male
4222142,MILTON,6/30/16,Fatal injury,8:35 PM,2016,Fatal injury (K),2,21-24,21-24,"Sideswipe, same direction",1,1,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,NORFOLK,,35,42.23678239,-71.09119055,2,"No, alcohol not used",22,"DCC1:Other improper action, DCC2:Not reported",Not Distracted,"No, drug not used",2,22,Totally ejected,Male
4222592,REHOBOTH,7/6/16,Fatal injury,5:51 PM,2016,Fatal injury (K),2,18-20,21-24,Angle,1,2,"Two-way, not divided",V1: Travelling straight ahead / V2: Turning left,BRISTOL,,40,41.81145702,-71.19943559,1,"No, alcohol not used",18,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",1,18,Not ejected,Male
4222592,REHOBOTH,7/6/16,Fatal injury,5:51 PM,2016,Fatal injury (K),2,18-20,21-24,Angle,1,2,"Two-way, not divided",V1: Travelling straight ahead / V2: Turning left,BRISTOL,,40,41.81145702,-71.19943559,1,"No, alcohol not used",18,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",2,18,Not ejected,Female
4222592,REHOBOTH,7/6/16,Fatal injury,5:51 PM,2016,Fatal injury (K),2,18-20,21-24,Angle,1,2,"Two-way, not divided",V1: Travelling straight ahead / V2: Turning left,BRISTOL,,40,41.81145702,-71.19943559,2,"No, alcohol not used",21,"DCC1:Failed to yield right of way, DCC2:Not reported",Unknown,Unknown,3,21,Not ejected,Female
4222632,WESTFIELD,7/8/16,Fatal injury,6:13 PM,2016,Fatal injury (K),1,65-74,65-74,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead,HAMPDEN,,50,42.1332146,-72.7899818,1,Not reported,68,"DCC1:Unknown, DCC2:Not reported",Unknown,Not reported,1,68,Not ejected,Female
4223740,LITTLETON,7/15/16,Fatal injury,3:40 PM,2016,Fatal injury (K),5,25-34,35-44,Rear-end,1,3,"Two-way, divided, positive median barrier",V1: Slowing or stopped in traffic / V2: Travelling straight ahead / V3: Travelling straight ahead / V4: Travelling straight ahead / V5: Travelling straight ahead,MIDDLESEX,,65,42.53503218,-71.4964456,1,"No, alcohol not used",43,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",1,43,Not ejected,Male
4223740,LITTLETON,7/15/16,Fatal injury,3:40 PM,2016,Fatal injury (K),5,25-34,35-44,Rear-end,1,3,"Two-way, divided, positive median barrier",V1: Slowing or stopped in traffic / V2: Travelling straight ahead / V3: Travelling straight ahead / V4: Travelling straight ahead / V5: Travelling straight ahead,MIDDLESEX,,65,42.53503218,-71.4964456,2,Not reported,38,DCC1:Not reported,Not reported,Not reported,2,38,Totally ejected,Male
4223740,LITTLETON,7/15/16,Fatal injury,3:40 PM,2016,Fatal injury (K),5,25-34,35-44,Rear-end,1,3,"Two-way, divided, positive median barrier",V1: Slowing or stopped in traffic / V2: Travelling straight ahead / V3: Travelling straight ahead / V4: Travelling straight ahead / V5: Travelling straight ahead,MIDDLESEX,,65,42.53503218,-71.4964456,3,"No, alcohol not used",33,DCC1:Not reported,Not Distracted,"No, drug not used",3,33,Not ejected,Male
4223740,LITTLETON,7/15/16,Fatal injury,3:40 PM,2016,Fatal injury (K),5,25-34,35-44,Rear-end,1,3,"Two-way, divided, positive median barrier",V1: Slowing or stopped in traffic / V2: Travelling straight ahead / V3: Travelling straight ahead / V4: Travelling straight ahead / V5: Travelling straight ahead,MIDDLESEX,,65,42.53503218,-71.4964456,4,"No, alcohol not used",36,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",4,36,Not ejected,Male
4223740,LITTLETON,7/15/16,Fatal injury,3:40 PM,2016,Fatal injury (K),5,25-34,35-44,Rear-end,1,3,"Two-way, divided, positive median barrier",V1: Slowing or stopped in traffic / V2: Travelling straight ahead / V3: Travelling straight ahead / V4: Travelling straight ahead / V5: Travelling straight ahead,MIDDLESEX,,65,42.53503218,-71.4964456,5,Not reported,,DCC1:Not reported,Not reported,Not reported,5,,Not reported,Not reported
4225869,MILFORD,7/3/16,Fatal injury,10:10 PM,2016,Fatal injury (K),2,18-20,18-20,Head-on,1,5,"Two-way, not divided",V1: Travelling straight ahead / V2: Parked,WORCESTER,,,42.15504709,-71.53080593,1,"No, alcohol not used",18,"DCC1:Operating vehicle in erratic, reckless, careless, negligent or aggressive manner, DCC2:Not reported",Unknown,"No, drug not used",1,18,Not ejected,Female
4225869,MILFORD,7/3/16,Fatal injury,10:10 PM,2016,Fatal injury (K),2,18-20,18-20,Head-on,1,5,"Two-way, not divided",V1: Travelling straight ahead / V2: Parked,WORCESTER,,,42.15504709,-71.53080593,1,"No, alcohol not used",18,"DCC1:Operating vehicle in erratic, reckless, careless, negligent or aggressive manner, DCC2:Not reported",Unknown,"No, drug not used",2,19,Totally ejected,Female
4225869,MILFORD,7/3/16,Fatal injury,10:10 PM,2016,Fatal injury (K),2,18-20,18-20,Head-on,1,5,"Two-way, not divided",V1: Travelling straight ahead / V2: Parked,WORCESTER,,,42.15504709,-71.53080593,1,"No, alcohol not used",18,"DCC1:Operating vehicle in erratic, reckless, careless, negligent or aggressive manner, DCC2:Not reported",Unknown,"No, drug not used",3,17,Not ejected,Male
4225869,MILFORD,7/3/16,Fatal injury,10:10 PM,2016,Fatal injury (K),2,18-20,18-20,Head-on,1,5,"Two-way, not divided",V1: Travelling straight ahead / V2: Parked,WORCESTER,,,42.15504709,-71.53080593,1,"No, alcohol not used",18,"DCC1:Operating vehicle in erratic, reckless, careless, negligent or aggressive manner, DCC2:Not reported",Unknown,"No, drug not used",4,19,Not ejected,Female
4225869,MILFORD,7/3/16,Fatal injury,10:10 PM,2016,Fatal injury (K),2,18-20,18-20,Head-on,1,5,"Two-way, not divided",V1: Travelling straight ahead / V2: Parked,WORCESTER,,,42.15504709,-71.53080593,1,"No, alcohol not used",18,"DCC1:Operating vehicle in erratic, reckless, careless, negligent or aggressive manner, DCC2:Not reported",Unknown,"No, drug not used",5,17,Not ejected,Female
